country,iso_code,Year_x,regulation,region,regulation_label,ihme_country,Year_y,death_rate,daly_rate,country_for_merge,log_death_rate,log_daly_rate,reg_binary
Monaco,MCO,2023,Yes,Europe,Regulated,Monaco,2023.0,1394.3865701093996,38192.86717664944,Monaco,7.240209862855212,10.550404054035374,1
Mongolia,MNG,2023,No,Asia,Not regulated,Mongolia,2023.0,534.3706133997774,28626.362165215884,Mongolia,6.28108963081481,10.262083326282097,0
Montenegro,MNE,2023,Yes,Europe,Regulated,Montenegro,2023.0,1068.2142429638,35063.84346255381,Montenegro,6.973743601428274,10.464925777753573,1
Morocco,MAR,2023,Yes,Africa,Regulated,Morocco,2023.0,757.5187401203378,32428.628243918967,Morocco,6.630048276510299,10.386796899421814,1
Mozambique,MOZ,2023,No,Africa,Not regulated,Mozambique,2023.0,696.2216280943865,49891.2020432166,Mozambique,6.545668040816071,10.817599954435678,0
Myanmar,MMR,2023,No,Asia,Not regulated,Myanmar,2023.0,988.0771747943952,45686.52313144748,Myanmar,6.89576080683735,10.72955863473572,0
Nepal,NPL,2023,Yes,Asia,Regulated,Nepal,2023.0,579.3302395701672,31090.9762251966,Nepal,6.361872676930369,10.34467290253399,1
Netherlands,NLD,2023,Yes,Europe,Regulated,Netherlands,2023.0,954.7776708610112,31344.981031258627,Netherlands,6.86147850799621,10.352809438547848,1
New Zealand,NZL,2023,Yes,Oceania,Regulated,New Zealand,2023.0,757.6178524967801,28829.324409996087,New Zealand,6.630179106135913,10.269148356781606,1
Nicaragua,NIC,2023,No,North America,Not regulated,Nicaragua,2023.0,432.2444583940535,25480.58431436113,Nicaragua,6.068991304108872,10.145672041697928,0
Niger,NER,2023,No,Africa,Not regulated,Niger,2023.0,1022.972541929646,79989.57625840165,Niger,6.930467924857924,11.289651608396678,0
Nigeria,NGA,2023,No,Africa,Not regulated,Nigeria,2023.0,728.0564705666791,54295.82226658995,Nigeria,6.590378614648055,10.902202564961962,0
North Macedonia,MKD,2023,Yes,Europe,Regulated,North Macedonia,2023.0,1135.2409838180006,36000.05921116155,North Macedonia,7.03460022792318,10.491275862191381,1
Norway,NOR,2023,Yes,Europe,Regulated,Norway,2023.0,795.0214161050685,27338.090956896427,Norway,6.6783690527884385,10.21603628183035,1
Oman,OMN,2023,Yes,Asia,Regulated,Oman,2023.0,239.22444765000387,18333.072283910074,Oman,5.477402222748475,9.816461936385672,1
Pakistan,PAK,2023,Yes,Asia,Regulated,Pakistan,2023.0,562.9626426805124,36376.647550209615,Pakistan,6.333213271907103,10.501682296924628,1
Palau,PLW,2023,No,Oceania,Not regulated,Palau,2023.0,1105.6821297169226,44773.393973753344,Palau,7.0082177354542186,10.709369357469383,0
Panama,PAN,2023,Yes,North America,Regulated,Panama,2023.0,538.3848692028849,26306.14844667292,Panama,6.288573674672027,10.177557972085596,1
Paraguay,PRY,2023,Yes,South America,Regulated,Paraguay,2023.0,678.1557417643229,31851.13931854469,Paraguay,6.519376969178636,10.368828431743408,1
Peru,PER,2023,Yes,South America,Regulated,Peru,2023.0,585.3579310865608,28198.014140062987,Peru,6.372223508140392,10.247006833881418,1
Philippines,PHL,2023,Yes,Asia,Regulated,Philippines,2023.0,578.1707733725023,29353.100889300888,Philippines,6.359869280695717,10.287153471781103,1
Poland,POL,2023,Yes,Europe,Regulated,Poland,2023.0,1049.707879679356,35247.42186919817,Poland,6.95626719461485,10.470147667103204,1
Portugal,PRT,2023,Yes,Europe,Regulated,Portugal,2023.0,1135.9149594347314,33968.86673985778,Portugal,7.035193736826447,10.43319969998166,1
Qatar,QAT,2023,Yes,Asia,Regulated,Qatar,2023.0,103.60821942089616,14746.926295968566,Qatar,4.640616664717825,9.598789953338443,1
Romania,ROU,2023,Yes,Europe,Regulated,Romania,2023.0,1273.386398684444,39727.07027242912,Romania,7.14943508642367,10.589788105149026,1
Russia,RUS,2023,Yes,Europe,Regulated,Russian Federation,2023.0,1208.458684650001,44162.05671195808,Russia,7.097101012260836,10.695621253959692,1
Rwanda,RWA,2023,No,Africa,Not regulated,Rwanda,2023.0,725.798806555082,44592.43963436255,Rwanda,6.587272850461115,10.70531960871427,0
Saint Kitts and Nevis,KNA,2023,No,North America,Not regulated,Saint Kitts and Nevis,2023.0,788.7751949674569,34030.386452846404,Saint Kitts and Nevis,6.6704813562517025,10.435009123670447,0
Saint Lucia,LCA,2023,No,North America,Not regulated,Saint Lucia,2023.0,739.6706261308252,32878.833200344816,Saint Lucia,6.6062049872886766,10.400584361932934,0
Samoa,WSM,2023,No,Oceania,Not regulated,Samoa,2023.0,635.3973747238421,29891.528446069067,Samoa,6.454250590136358,10.305330389670466,0
Sao Tome and Principe,STP,2023,No,Africa,Not regulated,Sao Tome and Principe,2023.0,546.6369987190603,31331.847627460163,Sao Tome and Principe,6.303784960041565,10.352390355314961,0
Saudi Arabia,SAU,2023,Yes,Asia,Regulated,Saudi Arabia,2023.0,299.0189526386412,21941.097680278017,Saudi Arabia,5.70050695813314,9.996116763584002,1
Senegal,SEN,2023,No,Africa,Not regulated,Senegal,2023.0,545.9839066492503,36399.654743844,Senegal,6.302589500309136,10.502314568520617,0
Serbia,SRB,2023,Yes,Europe,Regulated,Serbia,2023.0,1334.663883005549,39134.59924558501,Serbia,7.196434766104648,10.574762245879493,1
Sierra Leone,SLE,2023,No,Africa,Not regulated,Sierra Leone,2023.0,977.7932021263952,66089.90546567558,Sierra Leone,6.885298197907651,11.098771298075755,0
Singapore,SGP,2023,No,Asia,Not regulated,Singapore,2023.0,473.27590533705,20819.87665661938,Singapore,6.159678527813799,9.943663417877607,0
Slovakia,SVK,2023,Yes,Europe,Regulated,Slovakia,2023.0,998.9974573517336,34477.49783940802,Slovakia,6.906752233451854,10.448062153681766,1
Slovenia,SVN,2023,Yes,Europe,Regulated,Slovenia,2023.0,1020.9718410430096,32707.76516150696,Slovenia,6.928510238002759,10.395367795407338,1
Solomon Islands,SLB,2023,No,Oceania,Not regulated,Solomon Islands,2023.0,819.1762083524335,37108.932699967394,Solomon Islands,6.7082992113249675,10.521612993198246,0
South Africa,ZAF,2023,Yes,Africa,Regulated,South Africa,2023.0,892.2505338181792,46751.97530845904,South Africa,6.793746960653284,10.752611786411578,1
South Korea,KOR,2023,Yes,Asia,Regulated,Republic of Korea,2023.0,683.032235015914,25966.968913513305,South Korea,6.526542054673649,10.164580582924527,1
Spain,ESP,2023,Yes,Europe,Regulated,Spain,2023.0,932.2041477615552,29692.66610024221,Spain,6.837551833361863,10.298655361646126,1
Sri Lanka,LKA,2023,Yes,Asia,Regulated,Sri Lanka,2023.0,801.1897213889325,29926.289939193568,Sri Lanka,6.686097774689067,10.30649263523461,1
Sudan,SDN,2023,No,Africa,Not regulated,Sudan,2023.0,644.854112892163,35687.78694375005,Sudan,6.469024109650327,10.482563806821384,0
Suriname,SUR,2023,No,South America,Not regulated,Suriname,2023.0,758.7539116400536,36404.42069831488,Suriname,6.63167749773446,10.502445494006555,0
Sweden,SWE,2023,Yes,Europe,Regulated,Sweden,2023.0,890.862507123236,28501.077620470794,Sweden,6.792190102570333,10.257697176786504,1
Switzerland,CHE,2023,Yes,Europe,Regulated,Switzerland,2023.0,795.7201370061277,27023.941292609645,Switzerland,6.679247537347578,10.204478466628467,1
Syria,SYR,2023,No,Asia,Not regulated,Syrian Arab Republic,2023.0,527.8945120600107,28605.732929429832,Syria,6.268896475980896,10.261362428798076,0
Tajikistan,TJK,2023,No,Asia,Not regulated,Tajikistan,2023.0,470.3462044621241,26277.85061031923,Tajikistan,6.153469028782178,10.176481681214119,0
Tanzania,TZA,2023,Yes,Africa,Regulated,United Republic of Tanzania,2023.0,554.1454733479388,36953.4126856482,Tanzania,6.3174272395479285,10.517413281668928,1
Thailand,THA,2023,Yes,Asia,Regulated,Thailand,2023.0,900.0932585887313,35217.93705274542,Thailand,6.802498378610207,10.46931080715884,1
Timor-Leste,TLS,2023,No,Asia,Not regulated,Timor-Leste,2023.0,633.4799750228385,34320.83403494153,Timor-Leste,6.451228389195032,10.443507855024027,0
Togo,TGO,2023,No,Africa,Not regulated,Togo,2023.0,733.9031497991233,48053.12105771243,Togo,6.598377071405989,10.780062366663863,0
Trinidad and Tobago,TTO,2023,Yes,North America,Regulated,Trinidad and Tobago,2023.0,998.8685398961018,39639.21108568887,Trinidad and Tobago,6.906623178294013,10.587574086270319,1
Tunisia,TUN,2023,No,Africa,Not regulated,Tunisia,2023.0,648.3373192314019,30385.179235603395,Tunisia,6.474411115280297,10.321710243370665,0
Turkey,TUR,2023,No,Asia,Not regulated,Türkiye,2023.0,692.3790485622819,29726.76354059459,Turkey,6.540133563690976,10.299803048330473,0
Tuvalu,TUV,2023,No,Oceania,Not regulated,Tuvalu,2023.0,1140.110484952139,47840.81936699732,Tuvalu,7.038880453317112,10.77563451571441,0
Uganda,UGA,2023,No,Africa,Not regulated,Uganda,2023.0,634.787970628686,45123.78520373633,Uganda,6.45329103861241,10.71716477457999,0
Ukraine,UKR,2023,Yes,Europe,Regulated,Ukraine,2023.0,1357.1129030939846,47790.921877297806,Ukraine,7.213114856885309,10.774590981557688,1
United Arab Emirates,ARE,2023,Yes,Asia,Regulated,United Arab Emirates,2023.0,140.31840957073308,16890.602198366312,United Arab Emirates,4.943914194257566,9.734512663302802,1
United Kingdom,GBR,2023,Yes,Europe,Regulated,United Kingdom,2023.0,965.303060625913,32245.89182363657,United Kingdom,6.87244210449692,10.381145928796126,1
United States,USA,2023,Yes,North America,Regulated,United States of America,2023.0,921.7426957781304,36739.51239885122,United States,6.826266112784652,10.511608087011238,1
Uruguay,URY,2023,Yes,South America,Regulated,Uruguay,2023.0,1022.7097309437244,34235.44395411377,Uruguay,6.930210982720963,10.441016759314335,1
Vanuatu,VUT,2023,No,Oceania,Not regulated,Vanuatu,2023.0,578.7263479133724,29937.59742087785,Vanuatu,6.360829737029054,10.306870408290035,0
Vietnam,VNM,2023,Yes,Asia,Regulated,Viet Nam,2023.0,655.816252880454,28482.600686638943,Vietnam,6.485880647391728,10.257048677601183,1
Yemen,YEM,2023,No,Asia,Not regulated,Yemen,2023.0,417.1457643140958,31635.94458414445,Yemen,6.033435715428849,10.362049239967034,0
Zambia,ZMB,2023,No,Africa,Not regulated,Zambia,2023.0,702.5829332931105,48087.57268441758,Zambia,6.554763448749782,10.780779058562763,0
Zimbabwe,ZWE,2023,No,Africa,Not regulated,Zimbabwe,2023.0,724.1324206009655,45601.08710175983,Zimbabwe,6.584974277043846,10.727686835169184,0
