country,iso_code,Year,regulation,region,regulation_label,ihme_country,death_rate,daly_rate,country_for_merge,reg_binary,log_death_rate,log_daly_rate,wb_country_name,wb_region,income_group,lending_type,gdp_per_capita_ppp_2021,gdp_per_capita_ppp_2021_year,gdp_per_capita_ppp_2021_lag,urban_population_pct,urban_population_pct_year,urban_population_pct_lag,population_age_65plus_pct,population_age_65plus_pct_year,population_age_65plus_pct_lag,health_expenditure_per_capita_usd,health_expenditure_per_capita_usd_year,health_expenditure_per_capita_usd_lag,uhc_service_coverage_index,uhc_service_coverage_index_year,uhc_service_coverage_index_lag,manufacturing_value_added_pct_gdp,manufacturing_value_added_pct_gdp_year,manufacturing_value_added_pct_gdp_lag,pm25_mean_annual_ug_m3,pm25_mean_annual_ug_m3_year,pm25_mean_annual_ug_m3_lag,log_gdp_per_capita_ppp,log_health_expenditure_per_capita
Panama,PAN,2023,Yes,North America,Regulated,Panama,538.3848692028849,26306.14844667292,Panama,1,6.288573674672027,10.177557972085596,Panama,Latin America & Caribbean ,High income,IBRD,33915.1693306309,2022.0,0.0,65.8211343914956,2022,0,8.76630082942247,2022,0,1572.93017578,2022.0,0.0,,,,5.07771354013817,2022.0,0.0,15.213921782961,2022.0,0.0,10.43164715105888,7.361331066989558
Paraguay,PRY,2023,Yes,South America,Regulated,Paraguay,678.1557417643229,31851.13931854469,Paraguay,1,6.519376969178636,10.368828431743408,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,15222.8920228598,2022.0,0.0,68.6396537819458,2022,0,6.23091107355945,2022,0,480.02862549,2022.0,0.0,,,,19.4934654881433,2022.0,0.0,14.3967643392135,2022.0,0.0,9.630621316390389,6.1759267807881875
Peru,PER,2023,Yes,South America,Regulated,Peru,585.3579310865608,28198.014140062987,Peru,1,6.372223508140392,10.247006833881418,Peru,Latin America & Caribbean ,Upper middle income,IBRD,15566.5242612563,2022.0,0.0,84.3663554951194,2022,0,8.81067934047644,2022,0,445.10473633,2022.0,0.0,,,,12.389286796186,2022.0,0.0,32.4787651622913,2022.0,0.0,9.652942245200911,6.100553759271311
Philippines,PHL,2023,Yes,Asia,Regulated,Philippines,578.1707733725023,29353.100889300888,Philippines,1,6.359869280695717,10.287153471781105,Philippines,East Asia & Pacific,Upper middle income,IBRD,9457.10395402883,2022.0,0.0,54.7902343568327,2022,0,5.04131518299472,2022,0,182.93432617,2022.0,0.0,,,,17.2293794131524,2022.0,0.0,24.241932485757,2022.0,0.0,9.154627214265098,5.214578770907685
Poland,POL,2023,Yes,Europe,Regulated,Poland,1049.707879679356,35247.42186919817,Poland,1,6.95626719461485,10.470147667103204,Poland,Europe & Central Asia,High income,IBRD,43405.0215797441,2022.0,0.0,59.8315488048321,2022,0,19.0192157040405,2022,0,1219.29125977,2022.0,0.0,,,,17.6513214118709,2022.0,0.0,15.8902118298564,2022.0,0.0,10.678353456541203,7.1068448467504295
Portugal,PRT,2023,Yes,Europe,Regulated,Portugal,1135.9149594347314,33968.86673985778,Portugal,1,7.035193736826447,10.43319969998166,Portugal,Europe & Central Asia,High income,Not classified,41070.8611529744,2022.0,0.0,61.1259255772782,2022,0,23.688003515383,2022,0,2600.56665039,2022.0,0.0,,,,12.4622635474503,2022.0,0.0,9.24389572463552,2022.0,0.0,10.62307852252901,7.863869100386796
Qatar,QAT,2023,Yes,Asia,Regulated,Qatar,103.60821942089616,14746.926295968566,Qatar,1,4.640616664717825,9.598789953338445,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,114740.12361423,2022.0,0.0,99.243997525719,2022,0,1.39110202233051,2022,0,1781.50390625,2022.0,0.0,,,,9.28538916332181,2022.0,0.0,111.914953972534,2022.0,0.0,11.65043377080645,7.48577434373065
Romania,ROU,2023,Yes,Europe,Regulated,Romania,1273.386398684444,39727.07027242912,Romania,1,7.14943508642367,10.589788105149026,Romania,Europe & Central Asia,High income,IBRD,39256.8260854977,2022.0,0.0,52.1634832477272,2022,0,19.5152470245056,2022,0,902.2677002,2022.0,0.0,,,,13.822743326618,2022.0,0.0,16.410091955998,2022.0,0.0,10.577906094048185,6.806018965960852
Russia,RUS,2023,Yes,Europe,Regulated,Russian Federation,1208.458684650001,44162.05671195808,Russia,1,7.097101012260836,10.695621253959692,Russian Federation,Europe & Central Asia,High income,IBRD,38214.69140625,2022.0,0.0,74.8544893625017,2022,0,16.0755362936472,2022,0,1082.82104492,2022.0,0.0,,,,13.1487193587336,2022.0,0.0,11.7967766756222,2022.0,0.0,10.55100148004897,6.988248080658938
Rwanda,RWA,2023,No,Africa,Not regulated,Rwanda,725.798806555082,44592.43963436255,Rwanda,0,6.587272850461115,10.70531960871427,Rwanda,Sub-Saharan Africa ,Low income,IDA,2983.10774007304,2022.0,0.0,27.7806702737761,2022,0,3.72144812515979,2022,0,57.83102036,2022.0,0.0,,,,9.19458568443561,2022.0,0.0,36.1201417686153,2022.0,0.0,8.00105606659445,4.074669272938092
Saint Kitts and Nevis,KNA,2023,No,North America,Not regulated,Saint Kitts and Nevis,788.7751949674569,34030.386452846404,Saint Kitts and Nevis,0,6.670481356251703,10.435009123670447,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,29749.8700864823,2022.0,0.0,31.6156404983167,2022,0,10.2356051766771,2022,0,1161.22058105,2022.0,0.0,,,,4.40400624938676,2022.0,0.0,8.26569398930937,2022.0,0.0,10.30061365715055,7.058087748183227
Saint Lucia,LCA,2023,No,North America,Not regulated,Saint Lucia,739.6706261308252,32878.833200344816,Saint Lucia,0,6.6062049872886766,10.400584361932934,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,22811.2524480383,2022.0,0.0,29.097678526676,2022,0,9.00319385169565,2022,0,622.07244873,2022.0,0.0,,,,2.28778517489663,2022.0,0.0,10.5002168552844,2022.0,0.0,10.035053058673126,6.434662802122593
Samoa,WSM,2023,No,Oceania,Not regulated,Samoa,635.3973747238421,29891.528446069067,Samoa,0,6.454250590136358,10.305330389670466,Samoa,East Asia & Pacific,Upper middle income,IDA,6450.19151677842,2022.0,0.0,17.5007949951039,2022,0,5.55629109845977,2022,0,259.95404053,2022.0,0.0,,,,4.30582023243029,2022.0,0.0,5.32741204590433,2022.0,0.0,8.772020124012572,5.564344301893671
Sao Tome and Principe,STP,2023,No,Africa,Not regulated,Sao Tome and Principe,546.6369987190603,31331.847627460163,Sao Tome and Principe,0,6.303784960041565,10.35239035531496,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA,5632.13890715047,2022.0,0.0,68.3720919798341,2022,0,3.84856719913391,2022,0,139.02836609,2022.0,0.0,,,,0.734058326876875,2022.0,0.0,14.9991986078849,2022.0,0.0,8.636422098123864,4.941845017014243
Saudi Arabia,SAU,2023,Yes,Asia,Regulated,Saudi Arabia,299.0189526386412,21941.097680278017,Saudi Arabia,1,5.70050695813314,9.996116763584002,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,67178.5902274906,2022.0,0.0,84.1349430023993,2022,0,2.70249417477226,2022,0,1830.89074707,2022.0,0.0,,,,15.1155743681524,2022.0,0.0,77.7937502863318,2022.0,0.0,11.115124763527119,7.513103907576965
Senegal,SEN,2023,No,Africa,Not regulated,Senegal,545.9839066492503,36399.654743844,Senegal,0,6.302589500309136,10.502314568520616,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,4228.73382643662,2022.0,0.0,53.4435061024348,2022,0,3.56339204411192,2022,0,63.44842529,2022.0,0.0,,,,15.5609051361032,2022.0,0.0,39.328601950874,2022.0,0.0,8.349894344868162,4.16586529603783
Serbia,SRB,2023,Yes,Europe,Regulated,Serbia,1334.663883005549,39134.59924558501,Serbia,1,7.196434766104648,10.574762245879493,Serbia,Europe & Central Asia,Upper middle income,IBRD,24651.8478183529,2022.0,0.0,61.9013813540396,2022,0,22.0776743361109,2022,0,843.57733154,2022.0,0.0,,,,14.8395402509133,2022.0,0.0,19.5487459666309,2022.0,0.0,10.112647702954046,6.738836302854795
Sierra Leone,SLE,2023,No,Africa,Not regulated,Sierra Leone,977.7932021263952,66089.90546567558,Sierra Leone,0,6.885298197907651,11.098771298075755,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,2934.7332634039,2022.0,0.0,44.2666343543487,2022,0,3.17537929635059,2022,0,41.31875229,2022.0,0.0,,,,7.00369132025097,2022.0,0.0,22.3654861743939,2022.0,0.0,7.984712535267993,3.7452303043649464
Singapore,SGP,2023,No,Asia,Not regulated,Singapore,473.27590533705,20819.87665661938,Singapore,0,6.159678527813799,9.943663417877609,Singapore,East Asia & Pacific,High income,Not classified,134828.001392614,2022.0,0.0,100.0,2022,0,12.6908966015146,2022,0,3902.14428711,2022.0,0.0,,,,19.6980886706733,2022.0,0.0,15.0924840424926,2022.0,0.0,11.811762598182344,8.269537734755056
Slovakia,SVK,2023,Yes,Europe,Regulated,Slovakia,998.9974573517336,34477.49783940802,Slovakia,1,6.906752233451854,10.448062153681766,Slovak Republic,Europe & Central Asia,High income,Not classified,38648.9855746919,2022.0,0.0,53.1902831072528,2022,0,17.5706371952843,2022,0,1642.39208984,2022.0,0.0,,,,17.3506431084601,2022.0,0.0,13.7526914267728,2022.0,0.0,10.56230168078631,7.404517732195981
Slovenia,SVN,2023,Yes,Europe,Regulated,Slovenia,1020.9718410430096,32707.76516150696,Slovenia,1,6.928510238002759,10.395367795407338,Slovenia,Europe & Central Asia,High income,Not classified,47058.8865960028,2022.0,0.0,55.3377817873563,2022,0,20.8812714279501,2022,0,2737.84936523,2022.0,0.0,,,,19.934678378123,2022.0,0.0,13.6531875986125,2022.0,0.0,10.759176252503753,7.915293171485668
Solomon Islands,SLB,2023,No,Oceania,Not regulated,Solomon Islands,819.1762083524335,37108.932699967394,Solomon Islands,0,6.708299211324968,10.521612993198246,Solomon Islands,East Asia & Pacific,Lower middle income,IDA,2330.40164523401,2022.0,0.0,29.3511689856806,2022,0,3.62869463015929,2022,0,96.74864197,2022.0,0.0,,,,10.1059105801254,2022.0,0.0,9.82858130237828,2022.0,0.0,7.7542249301704835,4.582399305878942
South Africa,ZAF,2023,Yes,Africa,Regulated,South Africa,892.2505338181792,46751.97530845904,South Africa,1,6.793746960653284,10.752611786411578,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,13767.4967589936,2022.0,0.0,63.4766699210327,2022,0,6.3616265627803,2022,0,570.48028564,2022.0,0.0,,,,12.4454055010392,2022.0,0.0,28.5062817047988,2022.0,0.0,9.530138417934381,6.348229986821848
South Korea,KOR,2023,Yes,Asia,Regulated,Republic of Korea,683.032235015914,25966.968913513305,South Korea,1,6.526542054673649,10.164580582924527,"Korea, Rep.",East Asia & Pacific,High income,Not classified,53228.6035655365,2022.0,0.0,81.1624941626873,2022,0,17.4846463366305,2022,0,3078.55151367,2022.0,0.0,,,,26.4977408590265,2022.0,0.0,23.4407513786108,2022.0,0.0,10.8823699785632,8.032539252920294
Spain,ESP,2023,Yes,Europe,Regulated,Spain,932.2041477615552,29692.66610024221,Spain,1,6.837551833361863,10.298655361646126,Spain,Europe & Central Asia,High income,Not classified,46733.4809780536,2022.0,0.0,79.9548794567814,2022,0,20.1879992491906,2022,0,2948.61474609,2022.0,0.0,,,,11.0279875249207,2022.0,0.0,11.9338447646942,2022.0,0.0,10.75223752191799,7.989429846259893
Sri Lanka,LKA,2023,Yes,Asia,Regulated,Sri Lanka,801.1897213889325,29926.289939193568,Sri Lanka,1,6.686097774689067,10.30649263523461,Sri Lanka,South Asia,Upper middle income,IDA,13249.0650505201,2022.0,0.0,19.9877933196367,2022,0,11.3824347880542,2022,0,130.09327698,2022.0,0.0,,,,19.6510544330762,2022.0,0.0,24.0274945850207,2022.0,0.0,9.491757740875531,4.875909107837621
Sudan,SDN,2023,No,Africa,Not regulated,Sudan,644.854112892163,35687.78694375005,Sudan,0,6.469024109650327,10.482563806821384,Sudan,Sub-Saharan Africa ,Low income,IDA,3132.0771484375,2022.0,0.0,34.7209852053086,2022,0,3.12501104243737,2022,0,25.75139618,2022.0,0.0,,,,,,,39.0125504379439,2022.0,0.0,8.049770915110393,3.2865866656248346
Suriname,SUR,2023,No,South America,Not regulated,Suriname,758.7539116400536,36404.42069831488,Suriname,0,6.63167749773446,10.502445494006556,Suriname,Latin America & Caribbean ,Upper middle income,Blend,18742.5873760369,2022.0,0.0,65.8985443115234,2022,0,7.3556078335719,2022,0,344.74603271,2022.0,0.0,,,,27.6729726702699,2022.0,0.0,16.0523575757927,2022.0,0.0,9.838606966289593,5.845704496032181
Sweden,SWE,2023,Yes,Europe,Regulated,Sweden,890.862507123236,28501.077620470794,Sweden,1,6.792190102570333,10.257697176786504,Sweden,Europe & Central Asia,High income,Not classified,62544.5002248644,2022.0,0.0,88.4038576504809,2022,0,20.3419018248482,2022,0,6022.39257813,2022.0,0.0,,,,13.686213930746,2022.0,0.0,5.68785506406734,2022.0,0.0,11.043649574456245,8.703405930751918
Switzerland,CHE,2023,Yes,Europe,Regulated,Switzerland,795.7201370061277,27023.941292609645,Switzerland,1,6.679247537347578,10.204478466628467,Switzerland,Europe & Central Asia,High income,Not classified,85762.2829174304,2022.0,0.0,84.9206266284521,2022,0,19.2186649457438,2022,0,10930.13964844,2022.0,0.0,,,,19.9238153481674,2022.0,0.0,10.174784111954,2022.0,0.0,11.359346255859158,9.299370843661869
Syria,SYR,2023,No,Asia,Not regulated,Syrian Arab Republic,527.8945120600107,28605.732929429832,Syria,0,6.268896475980896,10.261362428798076,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,4579.43973633341,2022.0,0.0,72.6124992370605,2022,0,4.66656330771211,2022,0,53.26486588,2022.0,0.0,,,,,,,35.372994873473,2022.0,0.0,8.429550284799216,3.9938769803202443
Tajikistan,TJK,2023,No,Asia,Not regulated,Tajikistan,470.3462044621241,26277.85061031923,Tajikistan,0,6.153469028782178,10.17648168121412,Tajikistan,Europe & Central Asia,Lower middle income,IDA,4213.75618362687,2022.0,0.0,26.1957126615618,2022,0,3.47287654894973,2022,0,78.61326599,2022.0,0.0,,,,15.1406689868228,2022.0,0.0,34.3869193134356,2022.0,0.0,8.346347023834491,4.377180737130237
Tanzania,TZA,2023,Yes,Africa,Regulated,United Republic of Tanzania,554.1454733479388,36953.4126856482,Tanzania,1,6.3174272395479285,10.517413281668928,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,3546.98095703125,2022.0,0.0,34.8234736377147,2022,0,3.03504980952398,2022,0,35.93323135,2022.0,0.0,,,,8.18310234075459,2022.0,0.0,21.8389520235848,2022.0,0.0,8.17413397617472,3.609111724359673
Thailand,THA,2023,Yes,Asia,Regulated,Thailand,900.0932585887313,35217.93705274542,Thailand,1,6.802498378610207,10.46931080715884,Thailand,East Asia & Pacific,Upper middle income,IBRD,20768.4800093577,2022.0,0.0,59.742374420166,2022,0,14.0967841661394,2022,0,369.97647095,2022.0,0.0,,,,27.0303300560283,2022.0,0.0,23.7248825508583,2022.0,0.0,9.941239880897527,5.9161386399763165
Timor-Leste,TLS,2023,No,Asia,Not regulated,Timor-Leste,633.4799750228385,34320.83403494153,Timor-Leste,0,6.451228389195032,10.443507855024029,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,5348.49182701353,2022.0,0.0,28.5857292288968,2022,0,5.40526131868541,2022,0,174.91529846,2022.0,0.0,,,,1.29056913577788,2022.0,0.0,12.7214619688248,2022.0,0.0,8.584756849773687,5.170002620445992
Togo,TGO,2023,No,Africa,Not regulated,Togo,733.9031497991233,48053.12105771243,Togo,0,6.598377071405989,10.780062366663865,Togo,Sub-Saharan Africa ,Lower middle income,IDA,3086.40878742334,2022.0,0.0,42.7332327975627,2022,0,3.61433732873147,2022,0,55.79545593,2022.0,0.0,,,,11.6124998586211,2022.0,0.0,35.8141758880983,2022.0,0.0,8.035087437964894,4.039456321294442
Trinidad and Tobago,TTO,2023,Yes,North America,Regulated,Trinidad and Tobago,998.8685398961018,39639.21108568887,Trinidad and Tobago,1,6.906623178294013,10.58757408627032,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD,30784.1112580356,2022.0,0.0,53.9474037904998,2022,0,11.3581160508757,2022,0,1266.28820801,2022.0,0.0,,,,17.5375492099424,2022.0,0.0,14.4879289551393,2022.0,0.0,10.334786451372745,7.144634627231346
Tunisia,TUN,2023,No,Africa,Not regulated,Tunisia,648.3373192314019,30385.179235603395,Tunisia,0,6.474411115280297,10.321710243370664,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,12712.22345453,2022.0,0.0,69.707138648303,2022,0,8.83897616977039,2022,0,276.46380615,2022.0,0.0,,,,15.6275077181244,2022.0,0.0,22.397309689228,2022.0,0.0,9.45039794764848,5.625690496391692
Turkey,TUR,2023,No,Asia,Not regulated,Türkiye,692.3790485622819,29726.76354059459,Turkey,0,6.540133563690976,10.299803048330473,Turkiye,Europe & Central Asia,Upper middle income,IBRD,33520.8111384208,2022.0,0.0,89.0381164550781,2022,0,9.71952040624191,2022,0,385.87997437,2022.0,0.0,,,,21.8019507331825,2022.0,0.0,27.691660845571,2022.0,0.0,10.419951584712166,5.9581145011784935
Tuvalu,TUV,2023,No,Oceania,Not regulated,Tuvalu,1140.110484952139,47840.81936699732,Tuvalu,0,7.038880453317112,10.77563451571441,Tuvalu,East Asia & Pacific,Upper middle income,IDA,5044.53984578911,2022.0,0.0,63.3065768081154,2022,0,5.88470776621297,2022,0,1300.46679688,2022.0,0.0,,,,,,,5.40102031406572,2022.0,0.0,8.52625993316586,7.1712472126839195
Uganda,UGA,2023,No,Africa,Not regulated,Uganda,634.787970628686,45123.78520373633,Uganda,0,6.45329103861241,10.71716477457999,Uganda,Sub-Saharan Africa ,Low income,IDA,2724.90609568409,2022.0,0.0,29.9251969709665,2022,0,2.11520498203448,2022,0,44.47286224,2022.0,0.0,,,,16.371869705691,2022.0,0.0,31.8919228193081,2022.0,0.0,7.91055616400507,3.8171157137335063
Ukraine,UKR,2023,Yes,Europe,Regulated,Ukraine,1357.1129030939846,47790.921877297806,Ukraine,1,7.213114856885309,10.774590981557688,Ukraine,Europe & Central Asia,Upper middle income,IBRD,13787.12109375,2022.0,0.0,69.42345912103,2022,0,17.8569387445167,2022,0,369.90487671,2021.0,1.0,,,,7.6035757191006,2022.0,0.0,14.0233703256144,2022.0,0.0,9.531562710144607,5.915945632724016
United Arab Emirates,ARE,2023,Yes,Asia,Regulated,United Arab Emirates,140.31840957073308,16890.602198366312,United Arab Emirates,1,4.943914194257566,9.734512663302802,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,70075.63837395,2022.0,0.0,85.5147347682487,2022,0,1.63973912932682,2022,0,2240.9050293,2022.0,0.0,,,,8.54436252357344,2022.0,0.0,67.6947186324117,2022.0,0.0,11.157344756051504,7.715081242922236
United Kingdom,GBR,2023,Yes,Europe,Regulated,United Kingdom,965.303060625913,32245.89182363657,United Kingdom,1,6.87244210449692,10.381145928796126,United Kingdom,Europe & Central Asia,High income,Not classified,53979.7679116234,2022.0,0.0,83.0753982997505,2022,0,18.9303147227989,2022,0,5111.81738281,2022.0,0.0,,,,7.9613351523025,2022.0,0.0,10.016644435978,2022.0,0.0,10.896383112325262,8.539505878191425
United States,USA,2023,Yes,North America,Regulated,United States of America,921.7426957781304,36739.51239885122,United States,1,6.826266112784652,10.511608087011238,United States,North America,High income,Not classified,72828.7430907189,2022.0,0.0,80.0324978239707,2022,0,16.9196203896458,2022,0,12586.19628906,2022.0,0.0,,,,10.5250313827085,2021.0,1.0,7.4282378905124,2022.0,0.0,11.195879709685746,9.44043540875639
Uruguay,URY,2023,Yes,South America,Regulated,Uruguay,1022.7097309437244,34235.44395411377,Uruguay,1,6.930210982720963,10.441016759314335,Uruguay,Latin America & Caribbean ,High income,IBRD,30840.0709827676,2022.0,0.0,95.4977416992188,2022,0,15.6134055931249,2022,0,1850.80737305,2022.0,0.0,,,,10.5006057676031,2022.0,0.0,11.789659192261,2022.0,0.0,10.336602554141987,7.523917399564504
Vanuatu,VUT,2023,No,Oceania,Not regulated,Vanuatu,578.7263479133724,29937.59742087785,Vanuatu,0,6.360829737029054,10.306870408290036,Vanuatu,East Asia & Pacific,Lower middle income,IDA,3658.51871182046,2022.0,0.0,22.2541249733107,2022,0,4.14986272007513,2022,0,136.79508972,2022.0,0.0,,,,3.83000180624962,2022.0,0.0,7.28588304103265,2022.0,0.0,8.205086918245987,4.925767724562961
Vietnam,VNM,2023,Yes,Asia,Regulated,Viet Nam,655.816252880454,28482.600686638943,Vietnam,1,6.485880647391728,10.257048677601183,Viet Nam,East Asia & Pacific,Upper middle income,IBRD,12979.7638983711,2022.0,0.0,37.5478515625,2022,0,8.23004774597438,2022,0,188.22650146,2022.0,0.0,,,,24.6563821395791,2022.0,0.0,25.5235044035632,2022.0,0.0,9.471223840481002,5.2429447179503805
Yemen,YEM,2023,No,Asia,Not regulated,Yemen,417.1457643140958,31635.94458414445,Yemen,0,6.033435715428849,10.362049239967034,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,,,,36.3226310308295,2022,0,2.50407638745023,2022,0,54.29036331,2022.0,0.0,,,,,,,47.1146493200055,2022.0,0.0,,4.012598631317582
Zambia,ZMB,2023,No,Africa,Not regulated,Zambia,702.5829332931105,48087.57268441758,Zambia,0,6.554763448749782,10.780779058562764,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,3585.12379084347,2022.0,0.0,44.5988511178469,2022,0,1.85608917171283,2022,0,75.40128326,2022.0,0.0,,,,7.99635289190961,2022.0,0.0,23.4901848842686,2022.0,0.0,8.184827174161413,4.3359994926282726
Zimbabwe,ZWE,2023,No,Africa,Not regulated,Zimbabwe,724.1324206009655,45601.08710175983,Zimbabwe,0,6.584974277043846,10.727686835169184,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend,5036.78317732239,2022.0,0.0,38.7055207169041,2022,0,3.6082270050035,2022,0,68.90727997,2022.0,0.0,,,,18.0604469295427,2022.0,0.0,17.3901790946352,2022.0,0.0,8.524721418535522,4.247169792171494
